,S&P 500,NASDAQ 100,Euro Stoxx 50,Nikkei 225,FTSE China A50,DAX,Hang Seng,FTSE 100,EURO BUND 10Y,EURO BOBL 5Y,EURO SCHATZ 2Y,US T-Note 10Y,US T-Note 5Y,US T-Note 2Y
2017-05-19,0.007720782654680125,0.003949937866145836,0.005920496193966729,0.0015329586101175963,0.004319654427645814,0.0018245280025384059,0.0013228043452118143,0.002616571620261743,-0.0011145510835913752,-0.0003794202458644591,0.00017831669044232612,-0.00024785934259463627,-0.0002628579227652583,0.0
2017-05-22,0.0049328295549957435,0.008443481720525225,-0.0011210762331838042,0.0035714285714285587,0.009796893667861406,7.918283316166175e-05,0.006084867894315504,0.002676659528907832,-0.0025415323580461058,-0.001290518484779346,-0.0004457122481726916,-0.0013615841584158073,-0.0005924285441005761,-7.291603211267983e-05
2017-05-23,0.0015665796344648264,0.0013589338944415275,0.0056116722783390305,-0.0015251652262328053,0.013961192617132134,0.002929532858273909,0.002626134012414516,-0.0006006406833956035,-0.0011807842893543086,-0.0003040437823046416,-0.00017836439846607988,-0.001610906255725686,-0.0011864026618592094,-0.0005039880593598056
2017-05-24,0.0025026068821689673,0.00398371492360905,-0.0033482142857143016,0.005091649694501044,0.00023337222870467578,-0.0024078313728586043,0.0007143424081277328,0.0019365609348915847,0.0018666002986560404,0.0009884428223843056,0.0004459905450004964,0.0026065541211519605,0.0019129934125825532,0.0007212695082159382
2017-05-25,0.004160599126274089,0.008677073340891184,-0.0008398656215005129,0.003039513677811634,0.02589827344843676,-0.0016618525699363396,0.008248730964466988,0.0007331378299120228,0.002111538939262303,0.0011393847322447304,0.00017831669044232612,-0.0006188437526495338,-0.0006580737902101008,-0.00036083625416893916
2017-05-26,0.0005179200331468792,0.0021181861410106695,-0.0014009526478004908,-0.004545454545454519,-0.001364566750056806,-0.0019024216241924075,-0.0001573316551289894,0.003196803196803266,0.0027268220128904286,0.0011380880121394377,0.0002674273489033929,0.0004955401387511937,0.00013153279551025854,-7.200866319612143e-05
2017-05-29,0.0,0.0,-0.0014029180695847021,-0.0015220700152207556,-0.00045547711227511556,0.002501687646428108,0.002478363493312319,0.0,0.0026576019777502236,0.0017430845017052388,0.0005347117012743929,0.0,0.0,0.0
2017-05-30,-0.0013458950201884479,-0.0002588214994392324,-0.003652711435796596,-0.000508130081300795,0.0025062656641603454,-0.0033272597639230073,0.0,-0.0024563499966806512,0.0011095358441719494,-0.000151308821304319,-0.00017814197915733132,0.002229222387320373,0.0013168410652080187,0.00021604154645116225
2017-05-31,0.0011403690648974507,0.001855367621677706,0.0014100394811054073,-0.0005083884087442314,0.002954545454545432,0.0042921866306335765,-7.848369501239905e-05,-0.00019965393318244207,-0.0016008866449109815,-7.566585956408911e-05,8.908685968833652e-05,0.0,0.0001321844790165283,7.292134924807847e-05
2017-06-01,0.005384695039867493,0.0042637495154829175,0.00422416220782873,0.008646998982706045,-0.0004532064355313725,0.0039968341907399285,0.00047093913111728725,-0.003261665446315676,0.012765957446808418,0.006356413166855868,-0.001068947087119243,-0.0018534215553560607,-0.00447263259002717,-0.0012986437618026647
