,Portfolio Vol
2023-07-28,0.08783387691251056
2023-08-04,0.08651912677072002
2023-08-11,0.08544384115993038
2023-08-18,0.08784101602533022
2023-08-25,0.08848862405587836
2023-09-01,0.08511208094884064
2023-09-08,0.0797094804614842
2023-09-15,0.08466798400478037
2023-09-22,0.08531842531582796
2023-09-29,0.08571672384548792
2023-10-06,0.08190651978504561
2023-10-13,0.08269775513789758
2023-10-20,0.08773477401207168
2023-10-27,0.09043821366633238
2023-11-03,0.09396541105795822
2023-11-10,0.09106282249418506
2023-11-17,0.09068460813946609
2023-11-24,0.08991014493883137
2023-12-01,0.09291241827775844
2023-12-08,0.09050774096835701
2023-12-15,0.09278480227710144
2023-12-22,0.09038319071819435
2023-12-29,0.0883718315498764
2024-01-05,0.08722240607249965
2024-01-12,0.08764642214375223
2024-01-19,0.0841287110376731
2024-01-26,0.08374327054769316
2024-02-02,0.08549224621297977
2024-02-09,0.08313879900264005
2024-02-16,0.08398135550201874
2024-02-23,0.07841683872330463
2024-03-01,0.07493323762306903
2024-03-08,0.07203270915357224
2024-03-15,0.07126963875532286
2024-03-22,0.07114584678364107
2024-03-29,0.07198733623582454
2024-04-05,0.07009799600685736
2024-04-12,0.06971592901523614
2024-04-19,0.07027549354093045
2024-04-26,0.07185568045842881
2024-05-03,0.07360508439505153
2024-05-10,0.07304005821768385
2024-05-17,0.07291383011219406
2024-05-24,0.07278189334597515
2024-05-31,0.07305284817437299
2024-06-07,0.06843310922891324
2024-06-14,0.07053350815804899
2024-06-21,0.06884826808454911
2024-06-28,0.06748798179017783
2024-07-05,0.06570149105601837
2024-07-12,0.0651261057220769
2024-07-19,0.06702149686530136
2024-07-26,0.06929945461291191
2024-08-02,0.08001406165263523
2024-08-09,0.10105003633678168
2024-08-16,0.1033871239285428
2024-08-23,0.10173557300415098
2024-08-30,0.10011661290137167
2024-09-06,0.10178549913212588
2024-09-13,0.1029378541504036
2024-09-20,0.10306345766725526
2024-09-27,0.10269562680123896
2024-10-04,0.10146104434308761
2024-10-11,0.10245693278584403
2024-10-18,0.10079131568219801
2024-10-25,0.10194214971531528
2024-11-01,0.10383207558105059
2024-11-08,0.10763534312097384
2024-11-15,0.10830923356209579
2024-11-22,0.1100634175754794
2024-11-29,0.10867467629596943
2024-12-06,0.10212131080883627
2024-12-13,0.07941646186996147
2024-12-20,0.08322370664448958
2024-12-27,0.08388890778436293
2025-01-03,0.08419489442864367
2025-01-10,0.08359747603583605
2025-01-17,0.08426306857946726
2025-01-24,0.08677887795026273
2025-01-31,0.08658256794317894
2025-02-07,0.08617267649923377
2025-02-14,0.08758476807252698
2025-02-21,0.08774523085283274
2025-02-28,0.08745615665957189
2025-03-07,0.09340094285158541
2025-03-14,0.09522736656583487
2025-03-21,0.09564800407537033
2025-03-28,0.09422059917609418
2025-04-04,0.1321256515280929
2025-04-11,0.1446793635864038
2025-04-18,0.14865693157013582
2025-04-25,0.15746109078127063
2025-05-02,0.1579261877745368
2025-05-09,0.15714490087479271
2025-05-16,0.16277817937040465
2025-05-23,0.16251320648372558
2025-05-30,0.1619123242720716
2025-06-06,0.16198491517868333
2025-06-13,0.16172099512909324
2025-06-20,0.16028311434651568
2025-06-27,0.16052898840559635
2025-07-04,0.1604677484151902
2025-07-11,0.15627374193792526
2025-07-18,0.1523279700457595
2025-07-25,0.1515581441114182
2025-08-01,0.1533091366897254
2025-08-08,0.11978502706688725
2025-08-15,0.10262489438605808
2025-08-22,0.0975467349872538
2025-08-29,0.08086412184255949
2025-09-05,0.08063755281328411
2025-09-12,0.08101482760473679
2025-09-19,0.06889570549473743
2025-09-26,0.06429538128750491
2025-10-03,0.061333830475909214
2025-10-10,0.06301262198053026
2025-10-17,0.06270673028861745
2025-10-24,0.06388506571042617
2025-10-31,0.06384716293690015
2025-11-07,0.06443043393548749
2025-11-14,0.06788432696401392
2025-11-21,0.06887688638141116
2025-11-28,0.06929700191822752
2025-12-05,0.06273976123290023
2025-12-12,0.06296570537219665
2025-12-19,0.06476443611851092
2025-12-26,0.06432415271592767
2026-01-02,0.06295659697807336
2026-01-09,0.0666689224259994
2026-01-16,0.06711768141758233
2026-01-23,0.07169793521555133
2026-01-30,0.07227742987219625
2026-02-06,0.07687880989548854
2026-02-13,0.07553220655081005
2026-02-20,0.07436486661107236
2026-02-27,0.0736416443074896
2026-03-06,0.07540442753430066
2026-03-13,0.07507148581311482
2026-03-20,0.08040335939157421
